word,length,arousal,valence,dominance,concreteness,imageability,familiarity,aoa,semsize,gender,polysemy,log_freq,number_of_meanings,avg_variance_between_meanings,PoS,sentiment
lip,3,5.29,5.625,5.636,6.375,6.813,6.375,1.909,2.188,2.824,0,6.886337454219473,0,0.0,NOUN,1.0
lips,4,6.844,6.367,5.344,6.786,6.586,6.52,2.125,2.839,2.433,0,6.965128057635689,0,0.0,NOUN,1.0
lipstick,8,5.29,5.688,5.258,6.517,6.704,5.708,3.406,2.2,1.355,0,6.335087639750187,0,0.0,NOUN,1.0
liquid,6,4.177,5.382,4.941,6.118,6.086,6.125,3.2,3.618,3.629,0,7.326791487648634,0,0.0,NOUN,1.0
liquor,6,6.206,4.909,4.941,6.324,6.265,5.618,5.529,3.529,4.971,0,6.674630067665471,0,0.0,NOUN,1.0
list,4,3.088,5.343,5.03,5.343,5.771,6.281,2.771,3.229,3.771,0,8.67448511678365,0,0.0,NOUN,1.0
listless,8,3.219,4.063,4.25,2.807,3.0,3.387,6.121,3.364,3.867,0,5.150473979882199,0,0.0,ADJ,0.0
literature,10,5.879,6.971,5.853,5.382,5.5,5.824,5.353,4.943,3.206,0,7.66845125165967,0,0.0,NOUN,1.0
litre,5,3.382,5.212,5.177,5.618,5.353,6.242,4.6,3.424,4.125,0,6.341474885378855,0,0.0,NOUN,1.0
litter,6,3.257,3.257,5.086,5.824,6.029,6.061,3.171,2.912,4.571,1,6.568980408094404,2,1.3648038333333332,NOUN,1.0
little,6,3.406,4.667,4.531,3.97,4.242,6.406,2.059,1.727,3.242,0,8.272172470927028,0,0.0,ADJ,1.0
live,4,6.344,7.618,6.636,4.4,4.546,6.094,2.588,5.375,3.485,1,8.220121244870578,2,0.47425266666666666,VERB,1.0
lively,6,6.656,7.588,6.971,3.546,4.529,5.656,3.771,4.849,3.471,0,6.560609541162186,0,0.0,ADV,2.0
lizard,6,4.697,5.029,5.531,6.606,6.765,5.677,2.588,2.818,5.088,0,6.349926637864041,0,0.0,NOUN,1.0
llama,5,3.735,5.765,5.206,6.647,6.677,4.344,4.088,3.824,3.794,0,6.014487776429746,0,0.0,NOUN,1.0
load,4,4.229,4.971,5.382,4.235,4.0,5.688,4.029,4.688,5.114,0,7.5785959387896815,0,0.0,NOUN,1.0
loaf,4,3.742,5.656,5.182,6.29,6.323,5.692,3.177,2.406,4.258,1,6.204059991587384,2,2.481267277777778,NOUN,1.0
loan,4,3.667,3.686,3.394,4.4,3.6,5.71,5.257,4.6,4.6,0,7.943423029504085,0,0.0,NOUN,1.0
lobster,7,4.914,5.294,5.257,6.771,6.677,5.029,3.743,3.2,4.457,0,6.47681409992894,0,0.0,NOUN,1.0
locate,6,4.514,5.588,5.343,3.886,3.471,5.029,4.486,4.114,4.057,0,7.134072985589295,0,0.0,VERB,1.0
location,8,4.303,5.333,5.394,4.636,3.576,6.219,3.97,4.788,3.939,0,8.324783011174386,0,0.0,NOUN,1.0
lock,4,4.086,4.735,5.118,6.143,6.257,5.943,2.914,2.8,4.771,1,7.347405468648185,2,0.43029133333333347,NOUN,1.0
locker,6,2.788,5.029,5.152,6.371,6.314,5.677,3.882,3.059,4.706,0,6.600516810348385,0,0.0,NOUN,1.0
locket,6,4.457,6.412,5.485,6.353,6.714,5.25,4.171,1.829,2.139,0,5.704742333168361,0,0.0,NOUN,1.0
log,3,3.219,5.0,4.818,6.25,6.188,5.75,2.667,3.125,4.839,1,8.045988972961762,2,0.7252784444444444,VERB,1.0
logs,4,3.303,4.818,5.226,6.563,6.546,5.484,3.091,3.688,5.0,1,6.903309901458389,2,0.7770362222222222,NOUN,1.0
loins,5,5.625,5.094,5.29,5.313,4.906,3.065,6.281,3.375,4.781,0,5.4898136904646995,0,0.0,NOUN,1.0
lonely,6,3.625,1.844,3.219,2.727,3.484,6.482,3.656,4.344,3.8,0,6.878963964750063,0,0.0,ADJ,0.0
long,4,4.059,4.882,5.314,3.657,4.294,6.364,2.059,4.971,4.647,1,8.402295072079866,2,1.2856359999999998,ADV,1.0
longing,7,4.909,4.303,3.971,2.429,3.235,4.781,4.771,4.771,3.5,0,6.101811320039131,0,0.0,VERB,1.0
loop,4,4.2,5.314,4.765,4.576,5.529,5.531,3.371,3.5,3.429,0,7.325769269821605,0,0.0,NOUN,1.0
loophole,8,3.688,4.129,4.936,2.563,2.71,4.0,5.97,3.548,4.063,0,5.715104593995194,0,0.0,NOUN,1.0
loose,5,3.793,4.303,4.75,3.313,3.813,4.931,3.313,3.758,3.482,0,7.098875864240845,0,0.0,ADJ,0.0
lord,4,5.094,4.515,4.333,4.485,4.097,4.467,3.531,4.939,6.097,0,7.6777213140406575,0,0.0,NOUN,1.0
lorry,5,3.0,4.629,5.457,6.813,6.829,6.03,2.457,5.371,5.588,0,5.740273452551489,0,0.0,NOUN,1.0
lose,4,3.909,2.618,3.719,3.818,3.469,6.063,2.485,3.824,4.097,0,7.382683002547243,0,0.0,VERB,0.0
loser,5,3.559,2.412,3.235,3.029,3.559,5.485,3.382,3.636,4.559,0,6.402979738883715,0,0.0,NOUN,0.0
lost,4,4.156,3.031,2.742,3.5,4.25,6.344,2.563,4.097,3.969,0,7.873603388340532,0,0.0,VERB,1.0
lottery,7,5.543,6.333,4.088,5.086,4.879,5.677,4.171,4.914,4.143,0,7.071014392508275,0,0.0,NOUN,1.0
loud,4,5.588,4.4,5.588,4.324,3.849,6.419,1.857,5.529,4.912,0,6.9372014338392685,0,0.0,ADJ,1.0
louse,5,3.533,3.281,4.548,5.387,5.258,3.031,4.5,2.233,4.419,0,5.251745260237708,0,0.0,NOUN,1.0
lousy,5,3.5,2.559,3.912,2.471,2.765,4.235,5.0,3.813,4.529,0,6.039447037053693,0,0.0,ADJ,0.0
lovable,7,6.765,8.294,5.629,3.229,4.364,5.941,3.647,5.515,2.171,0,5.786042631826093,0,0.0,ADJ,2.0
love,4,8.147,8.647,5.303,2.849,4.471,6.906,1.912,6.294,2.294,0,8.303333294397747,0,0.0,NOUN,2.0
lovely,6,6.382,7.794,5.706,3.265,4.0,6.242,3.029,4.364,2.059,0,7.143761020327994,0,0.0,ADJ,2.0
lover,5,7.441,8.029,5.486,4.471,5.0,6.273,5.0,5.088,3.2,0,6.965415501957385,0,0.0,NOUN,1.0
loving,6,7.229,8.6,6.257,2.571,4.771,6.343,2.857,6.177,2.314,0,7.007422618029316,0,0.0,ADJ,1.0
low,3,3.353,3.286,3.743,3.886,3.771,5.938,2.257,2.829,4.088,0,8.266738339873829,0,0.0,ADJ,1.0
loyal,5,6.242,8.156,5.849,3.091,3.091,5.875,4.212,5.313,3.212,0,6.653099968668115,0,0.0,ADJ,2.0
loyalty,7,5.629,8.206,6.2,2.314,2.971,5.647,4.943,5.6,3.514,0,6.67989964027345,0,0.0,NOUN,2.0
lubricant,9,6.294,6.0,5.719,5.6,5.324,5.059,6.457,3.364,4.118,0,6.1567529251266215,0,0.0,NOUN,1.0
lubricate,9,5.727,5.206,5.091,4.813,4.333,4.677,6.294,4.0,4.546,0,5.2604649381308475,0,0.0,VERB,1.0
luck,4,6.849,7.914,4.882,2.206,3.441,5.879,2.657,4.657,3.4,0,7.223614635360683,0,0.0,NOUN,1.0
lucky,5,6.625,8.097,5.375,2.258,2.656,6.083,2.867,4.781,3.448,0,7.147796889908106,0,0.0,ADJ,1.0
luggage,7,3.382,5.206,5.457,6.588,6.5,5.235,3.972,4.139,4.057,0,6.987815293509214,0,0.0,NOUN,1.0
lumber,6,3.355,4.633,5.094,5.065,4.719,3.969,5.188,4.323,5.5,1,6.598841262648372,2,0.9788432222222221,NOUN,1.0
lump,4,3.375,3.813,4.344,5.697,5.546,5.455,3.219,3.588,3.909,0,6.470230208120193,0,0.0,NOUN,1.0
lunch,5,5.029,6.152,5.629,5.606,5.914,6.75,2.057,3.118,3.441,0,7.318218212668365,0,0.0,NOUN,1.0
lunching,8,4.188,5.906,5.621,4.438,4.636,3.387,5.219,3.531,3.065,0,4.709609121072648,0,0.0,VERB,1.0
lungs,5,4.371,6.441,5.118,6.559,6.529,6.182,3.257,3.571,4.086,0,6.451494608237011,0,0.0,NOUN,1.0
lure,4,5.273,3.303,3.971,2.941,2.941,4.546,5.576,3.912,4.088,0,6.320280501845915,0,0.0,VERB,1.0
luscious,8,6.938,7.382,5.706,2.912,4.394,3.546,5.667,4.636,2.091,0,5.9765682179017725,0,0.0,ADJ,2.0
lush,4,5.059,6.939,5.382,2.8,3.177,4.636,5.286,3.091,2.455,0,6.424841470697595,0,0.0,ADJ,2.0
lust,4,7.353,5.543,4.743,2.794,4.171,5.781,5.771,5.441,3.514,0,6.492338317878424,0,0.0,NOUN,1.0
luxury,6,6.333,7.839,5.871,3.355,5.063,5.4,4.849,5.258,2.156,0,7.431695261659955,0,0.0,NOUN,1.0
lynx,4,4.645,5.75,5.0,6.0,5.97,3.788,5.546,3.97,4.794,0,6.550891399687469,0,0.0,PROPN,1.0
lyrics,6,6.0,6.133,5.1,4.438,4.438,6.0,4.375,3.774,3.769,0,7.966515914561014,0,0.0,NOUN,1.0
macabre,7,4.625,3.833,4.958,3.478,3.864,2.882,6.039,4.913,4.292,0,5.759561335070181,0,0.0,ADJ,1.0
macaroni,8,4.645,6.313,5.194,6.633,6.516,5.346,3.25,2.226,4.0,0,5.842217823852766,0,0.0,NOUN,1.0
machine,7,3.265,4.939,5.061,6.441,6.333,5.656,2.912,5.188,5.529,0,7.843020613617398,0,0.0,NOUN,1.0
mad,3,5.813,2.781,5.4,3.031,4.656,6.323,2.969,5.226,4.303,1,7.216652303632803,2,0.3058664444444444,ADJ,1.0
madman,6,6.065,2.091,4.303,4.563,6.088,4.727,4.794,4.939,6.088,0,5.868166981016585,0,0.0,NOUN,1.0
madness,7,6.059,2.677,3.059,1.97,3.324,5.563,3.971,5.529,4.324,0,6.755740584588977,0,0.0,NOUN,1.0
magazine,8,5.118,5.382,4.906,6.742,6.484,5.889,3.588,2.364,2.875,1,7.9530054807365484,2,1.1826484444444445,NOUN,1.0
maggot,6,3.471,2.559,4.824,6.794,6.485,4.242,4.059,2.152,4.941,0,5.4699324157962135,0,0.0,NOUN,1.0
magic,5,6.576,6.686,5.343,2.171,4.941,6.061,2.4,4.971,3.629,0,7.564391093666177,0,0.0,NOUN,1.0
magical,7,7.486,8.086,6.0,1.886,4.257,5.765,2.886,5.6,2.486,0,6.76603505486365,0,0.0,ADJ,2.0
magnificent,11,7.353,8.457,6.943,2.514,3.943,5.294,4.714,5.886,3.857,0,6.725855300974138,0,0.0,ADJ,2.0
magnitude,9,5.273,5.333,6.281,3.182,2.758,4.656,5.697,6.061,4.909,0,6.813396290754705,0,0.0,NOUN,1.0
maid,4,3.971,4.714,3.971,6.171,6.114,5.03,3.971,3.057,1.657,0,6.628101178515825,0,0.0,NOUN,1.0
maiden,6,4.765,5.394,4.219,5.314,5.543,3.719,5.0,3.441,1.743,0,6.709149325716279,0,0.0,NOUN,1.0
maids,5,4.333,4.938,4.455,5.936,6.156,4.906,3.971,3.031,2.182,0,6.098232075694633,0,0.0,NOUN,1.0
mail,4,3.667,5.571,5.061,5.818,6.286,6.147,3.059,3.061,4.171,0,8.491833816424512,0,0.0,NOUN,1.0
main,4,4.0,5.4,6.177,3.343,2.794,6.353,3.333,4.765,4.778,0,8.300196989177774,0,0.0,ADJ,1.0
maize,5,3.258,5.207,5.097,5.774,5.3,3.781,5.452,3.0,3.966,0,6.346758908707536,0,0.0,NOUN,1.0
major,5,5.645,5.879,6.313,3.273,3.242,5.179,4.5,5.516,5.323,0,8.088463023037395,0,0.0,ADJ,1.0
majority,8,4.6,5.939,5.905,3.692,3.844,5.949,5.0,5.891,4.578,0,7.454182826120549,0,0.0,NOUN,1.0
make,4,4.765,6.324,7.0,3.677,3.939,6.242,1.971,4.455,3.794,0,8.607545778061175,0,0.0,VERB,1.0
malady,6,4.286,4.048,4.091,3.65,3.44,2.125,6.318,3.952,3.636,0,5.318096740945771,0,0.0,NOUN,1.0
malaria,7,4.177,1.677,3.114,5.576,4.229,4.765,6.143,5.088,3.818,0,6.653114834787987,0,0.0,NOUN,1.0
malice,6,5.394,2.441,4.735,2.788,2.625,4.03,6.059,4.618,4.824,0,6.032863234468284,0,0.0,NOUN,0.0
malicious,9,5.912,1.849,4.714,3.057,3.143,4.667,6.177,4.912,4.457,0,6.488196932647912,0,0.0,ADJ,1.0
mall,4,3.807,4.788,4.719,6.0,5.5,3.815,4.844,4.871,3.032,0,7.181075522248101,0,0.0,NOUN,1.0
mallet,6,3.824,4.147,5.294,6.5,6.177,5.061,4.677,3.706,5.324,0,5.844287635368013,0,0.0,NOUN,1.0
mammal,6,4.118,5.824,6.152,6.294,6.2,5.382,3.853,5.0,4.5,0,6.097541192020338,0,0.0,NOUN,1.0
mammoth,7,4.063,5.188,5.588,6.412,6.177,4.438,4.143,5.571,4.818,0,6.343855263880547,0,0.0,NOUN,1.0
man,3,5.657,5.486,6.029,6.088,6.629,6.677,1.657,4.647,6.971,0,8.25874627600342,0,0.0,NOUN,1.0
management,10,2.75,5.406,5.655,3.818,3.742,5.903,5.485,5.133,5.242,0,8.483160975730069,0,0.0,NOUN,1.0
manager,7,3.294,4.886,4.941,5.618,5.735,6.25,5.029,4.743,5.086,0,7.941718612237466,0,0.0,NOUN,1.0
mangle,6,4.903,3.031,4.267,4.4,4.433,3.677,5.219,4.375,4.531,0,5.253597244397832,0,0.0,PROPN,1.0
maniac,6,5.353,2.382,3.909,3.909,4.667,4.697,4.735,4.529,4.794,0,5.997489484329324,0,0.0,NOUN,1.0
manic,5,6.219,3.091,4.645,2.938,3.879,5.563,5.406,5.29,4.061,0,6.160925995065051,0,0.0,ADJ,1.0
mankind,7,5.424,6.097,5.152,3.394,3.219,4.071,4.75,6.182,5.515,0,6.597413680660149,0,0.0,NOUN,1.0
manner,6,3.235,5.8,4.657,3.314,2.765,5.226,3.647,3.912,3.559,0,7.45130835647522,0,0.0,NOUN,1.0
mansion,7,5.969,6.645,6.719,6.621,6.419,5.077,4.097,5.452,4.333,0,6.604192237297138,0,0.0,NOUN,1.0
manure,6,3.2,3.613,4.484,6.194,5.871,4.31,4.419,3.531,4.567,0,6.230466803724071,0,0.0,NOUN,1.0
many,4,4.636,5.765,5.182,4.129,4.606,6.367,2.314,5.353,3.794,0,8.503744992602025,0,0.0,ADJ,1.0
marital,7,5.03,6.294,4.912,3.156,3.647,5.065,5.829,4.758,3.088,0,6.625096484992453,0,0.0,NOUN,1.0
mark,4,3.667,4.618,4.794,4.971,4.677,5.677,3.242,2.939,4.882,1,7.980488564376456,2,0.9443667222222221,PROPN,1.0
market,6,3.735,5.257,5.152,5.75,6.182,5.844,3.324,4.364,3.647,0,8.210559682969306,0,0.0,NOUN,1.0
marquee,7,4.656,5.882,5.121,6.206,5.941,3.971,5.735,4.735,3.853,0,6.055903296198907,0,0.0,NOUN,1.0
marriage,8,6.229,7.114,4.657,4.857,5.853,6.031,3.114,6.265,2.657,0,7.485609858079281,0,0.0,NOUN,1.0
married,7,6.429,7.343,4.486,4.971,5.657,6.118,2.743,5.206,2.857,0,7.480045222459189,0,0.0,VERB,1.0
marry,5,5.97,6.97,4.667,4.636,5.121,5.807,2.667,5.531,2.515,0,6.642280178021914,0,0.0,VERB,1.0
marsh,5,3.229,4.314,4.571,5.6,5.314,3.794,4.229,4.4,4.314,0,6.705273765562653,0,0.0,PROPN,1.0
marshal,7,3.313,4.606,4.485,5.273,4.546,3.194,6.061,4.485,5.788,0,6.280822080481053,0,0.0,NOUN,1.0
martial,7,4.0,4.548,4.645,3.786,3.767,3.333,5.647,4.219,4.774,0,6.940018603761775,0,0.0,NOUN,1.0
marvel,6,6.147,7.314,5.75,2.849,3.514,3.588,5.229,5.529,4.235,0,6.763666640190596,0,0.0,PROPN,2.0
mask,4,4.147,4.857,5.818,6.029,6.486,5.969,2.639,2.943,4.361,1,7.066505011607567,2,0.17649699999999988,NOUN,1.0
mass,4,3.853,5.0,5.375,4.486,3.606,5.097,5.143,5.182,4.758,1,7.606004322027087,3,0.5021192222222222,NOUN,1.0
massacre,8,6.257,1.314,3.829,4.943,4.714,4.743,5.857,6.257,5.697,0,6.418422445894682,0,0.0,NOUN,1.0
massive,7,5.882,5.794,5.758,3.529,5.0,6.219,3.412,6.294,5.5,0,7.28902543111407,0,0.0,ADJ,1.0
mast,4,3.367,5.219,5.807,6.094,5.758,3.594,4.667,4.849,5.188,0,6.368255078873928,0,0.0,NOUN,1.0
master,6,5.767,6.031,6.097,4.0,3.387,4.828,4.406,5.097,5.567,0,7.790315408740028,0,0.0,NOUN,1.0
masturbate,10,6.333,5.212,5.914,5.412,5.5,5.546,6.4,4.059,5.735,0,6.117800414641933,0,0.0,VERB,1.0
masturbation,12,6.171,5.514,6.657,4.559,5.429,5.656,6.143,4.471,5.657,0,6.7391506605617035,0,0.0,NOUN,1.0
match,5,4.5,5.258,4.968,4.719,4.625,5.774,3.125,3.433,4.75,1,7.72861737152916,3,0.6248742222222222,NOUN,1.0
matches,7,4.375,4.939,5.452,6.156,6.333,5.969,3.424,2.645,4.606,0,7.401346922784016,0,0.0,NOUN,1.0
mate,4,5.771,7.143,5.971,4.543,4.824,5.875,3.514,4.086,5.382,1,6.988221958111854,2,0.5151561111111111,NOUN,1.0
material,8,3.824,5.441,5.394,5.606,5.382,5.788,3.758,3.735,3.382,0,7.993561068910162,0,0.0,NOUN,1.0
mates,5,5.853,7.853,6.844,5.546,5.706,6.088,3.912,5.094,5.229,0,6.459109048296788,0,0.0,NOUN,1.0
mathematics,11,4.364,5.353,5.667,4.727,5.206,6.485,3.088,5.455,4.912,0,7.394615753603447,0,0.0,NOUN,1.0
matrix,6,5.273,5.235,4.563,2.849,3.25,3.765,6.114,5.212,4.771,0,7.451297341066445,0,0.0,NOUN,1.0
matron,6,2.879,4.882,4.152,5.765,5.088,3.061,5.294,4.412,1.727,0,5.481600264553628,0,0.0,NOUN,1.0
mattress,8,4.412,5.765,5.743,6.8,6.629,6.029,3.286,4.618,3.686,0,6.7459075880441395,0,0.0,NOUN,1.0
mauve,5,3.758,5.121,4.909,4.094,4.968,2.735,5.813,3.485,3.0,0,5.770801218300354,0,0.0,NOUN,1.0
maximum,7,5.939,6.625,6.303,3.424,3.0,5.781,4.212,6.333,5.061,0,7.770361718317666,0,0.0,ADJ,1.0
maze,4,5.088,4.813,3.5,5.594,6.031,4.607,3.529,5.03,3.875,0,6.38098974022516,0,0.0,NOUN,1.0
meadow,6,4.229,6.5,4.794,6.057,6.353,4.714,3.853,5.257,2.657,0,6.550112117851716,0,0.0,NOUN,1.0
meagre,6,2.677,3.4,3.862,2.714,2.645,3.091,6.433,2.414,4.241,0,5.293024270040361,0,0.0,ADJ,1.0
mean,4,4.235,2.576,4.212,2.906,3.0,6.065,2.618,4.059,4.324,1,7.904781371328824,4,0.8700029259259259,VERB,0.0
measles,7,3.968,2.171,3.091,5.382,5.364,4.061,4.143,3.394,4.364,0,6.078204796140932,0,0.0,NOUN,0.0
measure,7,4.125,5.094,5.194,3.807,3.813,6.094,3.758,4.059,4.0,0,7.506285570309193,0,0.0,NOUN,1.0
meat,4,4.294,4.97,5.971,6.343,6.441,6.424,2.371,3.677,5.529,0,7.246801201241099,0,0.0,NOUN,1.0
mechanic,8,3.455,5.529,4.912,6.177,5.971,5.515,4.529,3.941,6.265,0,6.623124981664481,0,0.0,NOUN,1.0
mechanism,9,4.257,5.371,5.543,4.971,3.941,5.265,5.529,4.229,5.229,0,7.249726798469216,0,0.0,NOUN,1.0
medal,5,6.147,7.647,6.529,6.471,6.618,5.906,3.029,3.455,4.849,0,6.88913557411117,0,0.0,NOUN,1.0
medallion,9,4.424,5.941,5.697,6.114,6.265,3.4,4.706,3.229,5.061,0,6.022300084828998,0,0.0,NOUN,1.0
meddle,6,4.697,3.807,4.941,2.912,3.294,4.636,4.629,3.735,3.697,0,5.277295125324096,0,0.0,VERB,1.0
medicine,8,5.0,7.171,4.794,5.364,5.765,6.333,3.088,5.147,4.0,0,7.8050379894124315,0,0.0,NOUN,1.0
medieval,8,4.406,5.406,4.936,4.273,4.758,4.548,4.727,5.194,4.818,0,6.907793672589854,0,0.0,ADJ,1.0
medium,6,3.882,5.029,4.971,3.242,2.943,5.594,3.257,4.0,3.914,1,7.71037597691835,2,0.7577978333333335,NOUN,1.0
meek,4,2.5,4.133,3.367,3.333,3.7,4.281,5.867,2.786,3.484,0,5.914553641066914,0,0.0,PROPN,1.0
meet,4,4.571,6.088,5.353,4.314,4.324,6.303,2.657,3.412,3.657,0,7.969769317782746,0,0.0,VERB,1.0
meeting,7,4.2,5.457,5.294,4.688,4.943,5.875,3.794,4.206,4.265,0,8.082118363498624,0,0.0,NOUN,1.0
melody,6,6.206,7.606,5.794,3.242,4.394,5.633,4.294,4.0,2.171,0,6.62988502377154,0,0.0,NOUN,1.0
melon,5,4.484,5.939,5.419,6.71,6.69,5.667,3.156,2.75,3.035,0,6.1320078794767,0,0.0,NOUN,1.0
melt,4,4.647,4.879,4.324,4.412,5.152,5.758,2.941,3.485,3.515,0,6.49885452872046,0,0.0,VERB,1.0
melted,6,4.438,4.571,4.727,4.543,5.429,5.788,3.303,3.571,3.743,0,6.27795032805481,0,0.0,VERB,1.0
memoirs,7,4.788,5.758,5.529,4.515,4.364,4.061,5.853,4.344,3.588,0,6.5295242873405455,0,0.0,NOUN,1.0
memory,6,5.057,6.576,5.457,2.853,3.121,6.419,3.677,5.242,3.235,0,8.147613982280552,0,0.0,NOUN,1.0
menace,6,5.576,2.571,5.088,3.343,3.857,4.029,4.086,4.943,5.429,0,6.236272674407301,0,0.0,NOUN,1.0
merchant,8,3.936,5.4,5.188,5.161,4.875,4.069,5.25,4.133,5.25,0,7.574840062220299,0,0.0,NOUN,1.0
merciful,8,5.273,7.0,5.543,2.543,3.4,4.371,5.429,5.0,3.343,0,5.863400788165655,0,0.0,ADJ,2.0
mercy,5,4.971,6.229,4.371,2.714,3.229,4.576,4.6,4.971,3.303,0,6.834493758204382,0,0.0,NOUN,1.0
mermaid,7,6.194,6.0,5.281,4.069,5.968,3.852,3.03,3.406,1.469,0,6.206581685340692,0,0.0,NOUN,1.0
merry,5,6.438,7.727,6.406,2.758,3.613,4.828,3.333,4.548,3.679,0,6.803937373634714,0,0.0,NOUN,2.0
mess,4,4.156,2.818,4.182,4.333,5.606,6.581,2.0,4.774,4.424,0,6.8456391439181115,0,0.0,NOUN,0.0
message,7,4.743,5.471,5.543,5.171,4.857,6.235,3.471,3.171,3.853,0,8.571803413874157,0,0.0,NOUN,1.0
messenger,9,4.382,5.667,5.029,5.143,4.857,5.031,4.6,3.909,3.971,0,7.333249267662402,0,0.0,NOUN,1.0
messy,5,4.706,3.242,5.188,4.448,5.606,6.394,2.441,4.471,4.697,0,6.4522497937757555,0,0.0,ADJ,0.0
metal,5,4.5,5.097,5.419,6.214,5.903,5.704,3.161,4.031,5.241,0,7.749595517969398,0,0.0,NOUN,1.0
methane,7,3.273,4.2,4.677,5.429,3.714,3.939,6.177,3.677,4.618,0,6.288450001217419,0,0.0,NOUN,1.0
method,6,3.441,5.686,5.457,3.0,2.882,5.938,4.778,4.059,4.771,0,7.926339976697408,0,0.0,NOUN,1.0
metre,5,3.0,4.969,4.758,5.219,5.273,6.063,3.576,3.394,4.226,0,6.3712055210435805,0,0.0,PROPN,1.0
metric,6,3.441,5.152,5.0,4.441,2.735,4.758,5.353,3.875,4.5,0,6.846826253043287,0,0.0,NOUN,1.0
metropolis,10,5.194,5.867,5.156,4.727,5.125,3.375,6.273,5.97,4.364,0,6.303898354918308,0,0.0,NOUN,1.0
mice,4,3.688,4.375,5.387,6.719,6.818,5.807,2.235,1.656,3.438,0,7.078011673790287,0,0.0,NOUN,1.0
microphone,10,4.294,5.353,5.765,6.529,6.6,5.727,3.429,2.647,3.971,0,6.827911995785492,0,0.0,NOUN,1.0
microscope,10,4.333,5.735,6.206,6.559,6.412,5.758,4.765,2.941,4.559,0,6.484607723290135,0,0.0,NOUN,1.0
microwave,9,3.588,5.571,5.647,6.714,6.618,6.441,3.829,3.029,3.857,0,6.95107482236312,0,0.0,NOUN,1.0
middle,6,3.882,4.906,4.97,4.0,4.353,6.471,2.412,3.853,4.177,0,7.846120195306638,0,0.0,NOUN,1.0
midget,6,3.588,3.818,4.177,5.857,6.061,3.849,4.706,1.735,4.471,0,6.270706546275865,0,0.0,NOUN,1.0
midst,5,3.242,5.065,4.706,2.912,3.029,4.548,4.886,3.529,3.97,0,6.529097832682984,0,0.0,NOUN,1.0
midwife,7,3.257,6.714,4.559,6.294,5.912,5.258,4.971,4.2,1.514,0,5.9267287145567,0,0.0,NOUN,1.0
might,5,4.152,5.469,5.781,2.281,2.548,6.033,3.182,4.194,4.667,1,8.090596610654538,2,2.2841575,AUX,1.0
mighty,6,5.424,6.794,6.788,2.971,3.758,4.906,3.969,5.647,5.618,0,6.861458835849108,0,0.0,NOUN,1.0
mild,4,2.75,5.531,3.936,3.531,3.212,6.172,3.71,3.375,3.364,0,6.834108955323325,0,0.0,ADJ,1.0
mildew,6,2.69,4.138,4.667,5.233,4.667,2.677,5.813,2.788,3.967,0,5.870705231526526,0,0.0,NOUN,0.0
mile,4,3.818,5.177,5.125,5.235,4.273,6.03,3.371,5.182,4.156,0,7.345937026392125,0,0.0,NOUN,1.0
mileage,7,3.742,4.515,4.939,4.419,3.242,4.677,5.546,4.688,5.125,0,6.780285044950129,0,0.0,NOUN,1.0
military,8,4.765,3.794,4.324,5.618,5.912,5.303,4.177,5.909,6.324,0,7.852659310474092,0,0.0,NOUN,1.0
milk,4,3.529,5.771,5.091,6.794,6.543,6.543,1.743,2.546,3.257,0,7.321306503877662,0,0.0,NOUN,1.0
mill,4,3.586,5.065,4.9,6.1,5.759,4.033,4.125,4.767,4.276,0,7.1354015125512085,0,0.0,NOUN,1.0
million,7,6.242,6.588,6.029,4.941,4.273,6.156,3.647,5.971,4.5,0,8.074884460164386,0,0.0,NUM,1.0
millionaire,11,6.794,7.265,6.647,5.667,5.844,5.853,4.0,5.625,5.152,0,6.481366512799599,0,0.0,NOUN,1.0
mimic,5,3.824,4.471,5.029,3.686,3.771,4.0,4.571,3.618,4.029,0,6.0745070601610225,0,0.0,VERB,1.0
mind,4,5.903,6.844,6.355,2.469,2.419,5.808,3.375,5.469,3.828,0,7.877336024887564,0,0.0,NOUN,1.0
miner,5,3.686,5.0,4.765,6.029,6.273,4.457,4.114,3.971,6.147,0,6.355032157452055,0,0.0,NOUN,1.0
mingle,6,5.6,6.629,5.771,3.829,4.257,4.853,5.571,3.629,2.886,0,5.760583052216828,0,0.0,VERB,1.0
minimum,7,2.688,3.879,3.636,3.156,2.645,5.879,4.03,1.97,4.281,0,7.698984353188659,0,0.0,NOUN,1.0
minister,8,3.529,5.091,5.343,5.543,5.514,4.743,4.543,4.371,5.647,0,7.642779907282299,0,0.0,NOUN,1.0
mink,4,3.546,4.774,5.0,5.364,4.818,3.206,5.735,2.75,3.424,0,5.997595616741085,0,0.0,NOUN,1.0
minor,5,3.627,4.277,3.91,3.554,3.364,5.064,4.702,2.349,3.939,0,7.473962944062936,0,0.0,ADJ,1.0
minority,8,3.788,3.571,3.618,3.03,3.629,5.394,5.457,2.485,3.6,0,7.128293590462838,0,0.0,NOUN,1.0
mint,4,4.406,6.063,5.258,6.3,6.097,5.69,3.4,1.97,3.667,1,7.103618610508672,2,1.2931458888888892,PROPN,1.0
minute,6,3.636,5.353,4.765,4.182,3.441,6.667,2.412,2.5,3.677,1,7.613434270938146,2,0.6180655555555554,NOUN,1.0
miracle,7,6.941,7.971,4.086,2.324,2.853,4.906,3.686,5.765,3.294,0,6.765648068687079,0,0.0,NOUN,2.0
